scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc
恒生強積金智選計劃,環球股票基金,HSBC,股票基金 - 環球股票基金
恒生強積金智選計劃,增長基金,HSBC,混合資產基金 - 81% 至 100% 股票
恒生強積金智選計劃,保證基金,HSBC,保證基金
恒生強積金智選計劃,恒生中國企業指數基金,HSBC,股票基金 - 中國股票基金
恒生強積金智選計劃,恒指基金,HSBC,股票基金 - 香港股票基金（追蹤指數）
恒生強積金智選計劃,中港股票基金,HSBC,股票基金 - 香港股票基金
恒生強積金智選計劃,強積金保守基金,HSBC,貨幣市場基金 — 強積金保守基金
恒生強積金智選計劃,北美股票基金,HSBC,股票基金 - 美國股票基金
恒生強積金智選計劃,平穩基金,HSBC,混合資產基金 - 21% 至 40% 股票
恒生強積金智選計劃,智優逸亞太股票追蹤指數基金,HSBC,股票基金 - 亞洲股票基金
恒生強積金智選計劃,智優逸均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票
恒生強積金智選計劃,智優逸歐洲股票追蹤指數基金,HSBC,股票基金 - 歐洲股票基金
恒生強積金智選計劃,智優逸北美股票追蹤指數基金,HSBC,股票基金 - 美國股票基金
滙豐強積金智選計劃,65歲後基金,HSBC,混合資產基金 - 預設投資策略-65歲後基金
滙豐強積金智選計劃,亞太股票基金,HSBC,股票基金 - 亞洲股票基金
滙豐強積金智選計劃,均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票
滙豐強積金智選計劃,中國股票基金,HSBC,股票基金 - 中國股票基金
滙豐強積金智選計劃,核心累積基金,HSBC,混合資產基金 - 預設投資策略-核心累積基金
滙豐強積金智選計劃,歐洲股票基金,HSBC,股票基金 - 歐洲股票基金
滙豐強積金智選計劃,環球債券基金,HSBC,債券基金 - 環球債券基金
滙豐強積金智選計劃,環球股票基金,HSBC,股票基金 - 環球股票基金
滙豐強積金智選計劃,增長基金,HSBC,混合資產基金 - 81% 至 100% 股票
滙豐強積金智選計劃,保證基金,HSBC,保證基金
滙豐強積金智選計劃,恒生中國企業指數基金,HSBC,股票基金 - 中國股票基金
滙豐強積金智選計劃,恒指基金,HSBC,股票基金 - 香港股票基金（追蹤指數）
滙豐強積金智選計劃,中港股票基金,HSBC,股票基金 - 香港股票基金
滙豐強積金智選計劃,強積金保守基金,HSBC,貨幣市場基金 — 強積金保守基金
滙豐強積金智選計劃,北美股票基金,HSBC,股票基金 - 美國股票基金
滙豐強積金智選計劃,平穩基金,HSBC,混合資產基金 - 21% 至 40% 股票
滙豐強積金智選計劃,智優逸亞太股票追蹤指數基金,HSBC,股票基金 - 亞洲股票基金
滙豐強積金智選計劃,智優逸均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票
滙豐強積金智選計劃,智優逸歐洲股票追蹤指數基金,HSBC,股票基金 - 歐洲股票基金
滙豐強積金智選計劃,智優逸北美股票追蹤指數基金,HSBC,股票基金 - 美國股票基金
宏利環球精選（強積金）計劃,宏利 MPF 2025 退休基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 2030 退休基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 2035 退休基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 2040 退休基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 2045 退休基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 65歲後基金,宏利,混合資產基金 - 預設投資策略-65歲後基金
宏利環球精選（強積金）計劃,宏利 MPF 進取基金,宏利,混合資產基金 - 81% 至 100% 股票
宏利環球精選（強積金）計劃,宏利 MPF 中華威力基金,宏利,股票基金 - 大中華股票基金
宏利環球精選（強積金）計劃,宏利 MPF 保守基金,宏利,貨幣市場基金 — 強積金保守基金
宏利環球精選（強積金）計劃,宏利 MPF 核心累積基金,宏利,混合資產基金 - 預設投資策略-核心累積基金
宏利環球精選（強積金）計劃,宏利 MPF 歐洲股票基金,宏利,股票基金 - 歐洲股票基金
宏利環球精選（強積金）計劃,宏利 MPF 富達增長基金,宏利,混合資產基金 - 81% 至 100% 股票
宏利環球精選（強積金）計劃,宏利 MPF 富達平穩增長基金,宏利,混合資產基金 - 41% 至 60% 股票
宏利環球精選（強積金）計劃,宏利 MPF 增長基金,宏利,混合資產基金 - 61% 至 80% 股票
宏利環球精選（強積金）計劃,宏利 MPF 恒指ESG基金,宏利,股票基金 - 香港股票基金（追蹤指數）
宏利環球精選（強積金）計劃,宏利 MPF 康健護理基金,宏利,股票基金 - 未分類股票基金
宏利環球精選（強積金）計劃,宏利 MPF 香港債券基金,宏利,債券基金 - 港元債券基金
宏利環球精選（強積金）計劃,宏利 MPF 香港股票基金,宏利,股票基金 - 香港股票基金
宏利環球精選（強積金）計劃,宏利 MPF 利息基金,宏利,保證基金
宏利環球精選（強積金）計劃,宏利 MPF 國際債券基金,宏利,債券基金 - 環球債券基金
宏利環球精選（強積金）計劃,宏利 MPF 國際股票基金,宏利,股票基金 - 環球股票基金
宏利環球精選（強積金）計劃,宏利 MPF 日本股票基金,宏利,股票基金 - 日本股票基金
宏利環球精選（強積金）計劃,宏利 MPF 北美股票基金,宏利,股票基金 - 美國股票基金
宏利環球精選（強積金）計劃,宏利 MPF 亞太股票基金,宏利,股票基金 - 亞洲股票基金
宏利環球精選（強積金）計劃,宏利 MPF 退休收益基金,宏利,混合資產基金 - 未分類混合資產基金
宏利環球精選（強積金）計劃,宏利 MPF 人民幣債券基金,宏利,債券基金 - 人民幣債券基金
宏利環球精選（強積金）計劃,宏利 MPF 智優裕退休基金,宏利,混合資產基金 - 41% 至 60% 股票
宏利環球精選（強積金）計劃,宏利 MPF 穩健基金,宏利,保證基金
宏利環球精選（強積金）計劃,宏利 MPF 可持續亞太債券基金,宏利,債券基金 - 亞洲債券基金
宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位A,銀聯信託,股票基金 - 亞洲股票基金
宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位B,銀聯信託,股票基金 - 亞洲股票基金
宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位T,銀聯信託,股票基金 - 亞洲股票基金
宏利退休精選（強積金）計劃,安聯均衡基金 - 單位A,銀聯信託,混合資產基金 - 61% 至 80% 股票
宏利退休精選（強積金）計劃,安聯均衡基金 - 單位B,銀聯信託,混合資產基金 - 61% 至 80% 股票
宏利退休精選（強積金）計劃,安聯均衡基金 - 單位T,銀聯信託,混合資產基金 - 61% 至 80% 股票
宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位A,銀聯信託,混合資產基金 - 21% 至 40% 股票
宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位B,銀聯信託,混合資產基金 - 21% 至 40% 股票
宏利退休精選（強積金）計劃,安聯穩定資本基金 - 單位T,銀聯信託,混合資產基金 - 21% 至 40% 股票
宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位A,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位B,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯靈活均衡基金 - 單位T,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯大中華基金 - 單位A,銀聯信託,股票基金 - 大中華股票基金
宏利退休精選（強積金）計劃,安聯大中華基金 - 單位B,銀聯信託,股票基金 - 大中華股票基金
宏利退休精選（強積金）計劃,安聯大中華基金 - 單位T,銀聯信託,股票基金 - 大中華股票基金
宏利退休精選（強積金）計劃,安聯增長基金 - 單位A,銀聯信託,混合資產基金 - 81% 至 100% 股票
宏利退休精選（強積金）計劃,安聯增長基金 - 單位B,銀聯信託,混合資產基金 - 81% 至 100% 股票
宏利退休精選（強積金）計劃,安聯增長基金 - 單位T,銀聯信託,混合資產基金 - 81% 至 100% 股票
宏利退休精選（強積金）計劃,安聯香港基金 - 單位A,銀聯信託,股票基金 - 香港股票基金
宏利退休精選（強積金）計劃,安聯香港基金 - 單位B,銀聯信託,股票基金 - 香港股票基金
宏利退休精選（強積金）計劃,安聯香港基金 - 單位T,銀聯信託,股票基金 - 香港股票基金
宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位A,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金
宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位B,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金
宏利退休精選（強積金）計劃,安聯強積金65歲後基金 - 單位T,銀聯信託,混合資產基金 - 預設投資策略-65歲後基金
宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位A,銀聯信託,貨幣市場基金 — 強積金保守基金
宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位B,銀聯信託,貨幣市場基金 — 強積金保守基金
宏利退休精選（強積金）計劃,安聯強積金保守基金 - 單位T,銀聯信託,貨幣市場基金 — 強積金保守基金
宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位A,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金
宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位B,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金
宏利退休精選（強積金）計劃,安聯強積金核心累積基金 - 單位T,銀聯信託,混合資產基金 - 預設投資策略-核心累積基金
宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位A,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位B,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯東方太平洋基金 - 單位T,銀聯信託,混合資產基金 - 未分類混合資產基金
宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位A,銀聯信託,貨幣市場基金 — 不包括強積金保守基金
宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位B,銀聯信託,貨幣市場基金 — 不包括強積金保守基金
宏利退休精選（強積金）計劃,安聯人民幣貨幣市場基金 - 單位T,銀聯信託,貨幣市場基金 — 不包括強積金保守基金
宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位A,銀聯信託,混合資產基金 - 41% 至 60% 股票
宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位B,銀聯信託,混合資產基金 - 41% 至 60% 股票
宏利退休精選（強積金）計劃,安聯穩定增長基金 - 單位T,銀聯信託,混合資產基金 - 41% 至 60% 股票
萬全強制性公積金計劃,65 歲後基金,萬通,混合資產基金 - 預設投資策略-65歲後基金
萬全強制性公積金計劃,亞洲債券基金,萬通,債券基金 - 亞洲債券基金
萬全強制性公積金計劃,亞太股票基金,萬通,股票基金 - 亞洲股票基金
萬全強制性公積金計劃,核心累積基金,萬通,混合資產基金 - 預設投資策略-核心累積基金
萬全強制性公積金計劃,歐洲股票基金,萬通,股票基金 - 歐洲股票基金
萬全強制性公積金計劃,環球債券基金,萬通,債券基金 - 環球債券基金
萬全強制性公積金計劃,環球證券基金,萬通,股票基金 - 環球股票基金
萬全強制性公積金計劃,環球增值基金,萬通,混合資產基金 - 61% 至 80% 股票
萬全強制性公積金計劃,環球均衡基金,萬通,混合資產基金 - 41% 至 60% 股票
萬全強制性公積金計劃,大中華股票基金,萬通,股票基金 - 大中華股票基金
萬全強制性公積金計劃,保證基金,萬通,保證基金
萬全強制性公積金計劃,香港股票基金,萬通,股票基金 - 香港股票基金
萬全強制性公積金計劃,強積金保守基金,萬通,貨幣市場基金 — 強積金保守基金
萬全強制性公積金計劃,美國股票基金,萬通,股票基金 - 美國股票基金
我的強積金計劃,我的65歲後基金,中銀保誠,混合資產基金 - 預設投資策略-65歲後基金
我的強積金計劃,我的亞洲股票基金,中銀保誠,股票基金 - 亞洲股票基金
我的強積金計劃,我的均衡基金,中銀保誠,混合資產基金 - 61% 至 80% 股票
我的強積金計劃,我的中國股票基金,中銀保誠,股票基金 - 大中華股票基金
我的強積金計劃,我的核心累積基金,中銀保誠,混合資產基金 - 預設投資策略-核心累積基金
我的強積金計劃,我的環球債券基金,中銀保誠,債券基金 - 環球債券基金
我的強積金計劃,我的環球股票基金,中銀保誠,股票基金 - 環球股票基金
我的強積金計劃,我的增長基金,中銀保誠,混合資產基金 - 81% 至 100% 股票
我的強積金計劃,我的港元債券基金,中銀保誠,債券基金 - 港元債券基金
我的強積金計劃,我的香港股票基金,中銀保誠,股票基金 - 香港股票基金
我的強積金計劃,我的香港追蹤指數基金,中銀保誠,股票基金 - 香港股票基金（追蹤指數）
我的強積金計劃,我的強積金保守基金,中銀保誠,貨幣市場基金 — 強積金保守基金
我的強積金計劃,我的人民幣及港元貨幣市場基金,中銀保誠,貨幣市場基金 — 不包括強積金保守基金
我的強積金計劃,我的平穩基金,中銀保誠,混合資產基金 - 41% 至 60% 股票
信安強積金—易富之選,信安 - 強積金保守基金,信安（亞洲）,貨幣市場基金 — 強積金保守基金
信安強積金—易富之選,信安65 歲後基金,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金
信安強積金—易富之選,信安均衡基金,信安（亞洲）,混合資產基金 - 61% 至 80% 股票
信安強積金—易富之選,信安核心累積基金,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金
信安強積金—易富之選,信安動力亞太股票基金,信安（亞洲）,股票基金 - 亞洲股票基金
信安強積金—易富之選,信安動力環球債券基金,信安（亞洲）,債券基金 - 環球債券基金
信安強積金—易富之選,信安動力環球股票基金,信安（亞洲）,股票基金 - 環球股票基金
信安強積金—易富之選,信安動力香港股票基金,信安（亞洲）,股票基金 - 香港股票基金
信安強積金—易富之選,信安增長基金,信安（亞洲）,混合資產基金 - 81% 至 100% 股票
信安強積金—易富之選,信安平穩基金,信安（亞洲）,混合資產基金 - 21% 至 40% 股票
信安強積金—明智之選,信安 - 恒指基金,信安（亞洲）,股票基金 - 香港股票基金（追蹤指數）
信安強積金—明智之選,信安 - 強積金保守基金,信安（亞洲）,貨幣市場基金 — 強積金保守基金
信安強積金—明智之選,信安65 歲後基金,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金
信安強積金—明智之選,信安均衡基金,信安（亞洲）,混合資產基金 - 61% 至 80% 股票
信安強積金—明智之選,信安流動基金,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金
信安強積金—明智之選,信安核心累積基金,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金
信安強積金—明智之選,信安動力亞太股票基金,信安（亞洲）,股票基金 - 亞洲股票基金
信安強積金—明智之選,信安動力亞洲債券基金,信安（亞洲）,債券基金 - 亞洲債券基金
信安強積金—明智之選,信安動力環球債券基金,信安（亞洲）,債券基金 - 環球債券基金
信安強積金—明智之選,信安動力環球股票基金,信安（亞洲）,股票基金 - 環球股票基金
信安強積金—明智之選,信安動力大中華股票基金,信安（亞洲）,股票基金 - 大中華股票基金
信安強積金—明智之選,信安動力香港股票基金,信安（亞洲）,股票基金 - 香港股票基金
信安強積金—明智之選,信安增長基金,信安（亞洲）,混合資產基金 - 81% 至 100% 股票
信安強積金—明智之選,信安平穩基金,信安（亞洲）,混合資產基金 - 21% 至 40% 股票
信安強積金計劃800系列,信安65歲後基金 - N類單位,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金
信安強積金計劃800系列,信安進取策略基金 - D類單位,信安（亞洲）,混合資產基金 - 81% 至 100% 股票
信安強積金計劃800系列,信安進取策略基金 - I類單位,信安（亞洲）,混合資產基金 - 81% 至 100% 股票
信安強積金計劃800系列,信安亞洲債券基金 - N類單位,信安（亞洲）,債券基金 - 亞洲債券基金
信安強積金計劃800系列,信安亞洲股票基金 - D類單位,信安（亞洲）,股票基金 - 亞洲股票基金
信安強積金計劃800系列,信安亞洲股票基金 - I類單位,信安（亞洲）,股票基金 - 亞洲股票基金
信安強積金計劃800系列,信安中國股票基金 - D類單位,信安（亞洲）,股票基金 - 中國股票基金
信安強積金計劃800系列,信安中國股票基金 - I類單位,信安（亞洲）,股票基金 - 中國股票基金
信安強積金計劃800系列,信安核心累積基金 - N類單位,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金
信安強積金計劃800系列,信安環球增長基金 - D類單位,信安（亞洲）,混合資產基金 - 61% 至 80% 股票
信安強積金計劃800系列,信安環球增長基金 - I類單位,信安（亞洲）,混合資產基金 - 61% 至 80% 股票
信安強積金計劃800系列,信安恒指基金 - N類單位,信安（亞洲）,股票基金 - 香港股票基金（追蹤指數）
信安強積金計劃800系列,信安港元儲蓄基金 - D類單位,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金
信安強積金計劃800系列,信安港元儲蓄基金 - I類單位,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金
信安強積金計劃800系列,信安香港債券基金 - N類單位,信安（亞洲）,債券基金 - 港元債券基金
信安強積金計劃800系列,信安香港股票基金 - D類單位,信安（亞洲）,股票基金 - 香港股票基金
信安強積金計劃800系列,信安香港股票基金 - I類單位,信安（亞洲）,股票基金 - 香港股票基金
信安強積金計劃800系列,信安國際債券基金 - D類單位,信安（亞洲）,債券基金 - 環球債券基金
信安強積金計劃800系列,信安國際債券基金 - I類單位,信安（亞洲）,債券基金 - 環球債券基金
信安強積金計劃800系列,信安國際股票基金 - D類單位,信安（亞洲）,股票基金 - 環球股票基金
信安強積金計劃800系列,信安國際股票基金 - I類單位,信安（亞洲）,股票基金 - 環球股票基金
信安強積金計劃800系列,信安長線增值基金 - D類單位,信安（亞洲）,混合資產基金 - 41% 至 60% 股票
信安強積金計劃800系列,信安長線增值基金 - I類單位,信安（亞洲）,混合資產基金 - 41% 至 60% 股票
信安強積金計劃800系列,信安強積金保守基金 - N類單位,信安（亞洲）,貨幣市場基金 — 強積金保守基金
信安強積金計劃800系列,信安平穩回報基金 - D類單位,信安（亞洲）,混合資產基金 - 21% 至 40% 股票
信安強積金計劃800系列,信安平穩回報基金 - I類單位,信安（亞洲）,混合資產基金 - 21% 至 40% 股票
信安強積金計劃800系列,信安美國股票基金 - D類單位,信安（亞洲）,股票基金 - 美國股票基金
信安強積金計劃800系列,信安美國股票基金 - I類單位,信安（亞洲）,股票基金 - 美國股票基金
新地強積金僱主營辦計劃,安聯精選均衡基金,渣打信托,混合資產基金 - 61% 至 80% 股票
新地強積金僱主營辦計劃,安聯精選穩定增長基金,渣打信托,混合資產基金 - 41% 至 60% 股票
新地強積金僱主營辦計劃,富達均衡基金,渣打信托,混合資產基金 - 61% 至 80% 股票
新地強積金僱主營辦計劃,富達穩定增長基金,渣打信托,混合資產基金 - 41% 至 60% 股票
新地強積金僱主營辦計劃,景順環球穩定基金,渣打信托,混合資產基金 - 21% 至 40% 股票
新地強積金僱主營辦計劃,景順強積金保守基金,渣打信托,貨幣市場基金 — 強積金保守基金
新地強積金僱主營辦計劃,宏利在職平均回報保證基金 - 新地,渣打信托,保證基金
新地強積金僱主營辦計劃,施羅德強積金65歲後基金,渣打信托,混合資產基金 - 預設投資策略-65歲後基金
新地強積金僱主營辦計劃,施羅德強積金核心累積基金,渣打信托,混合資產基金 - 預設投資策略-核心累積基金
新地強積金僱主營辦計劃,新地強積金基金,渣打信托,混合資產基金 - 41% 至 60% 股票
永明彩虹強積金計劃,永明富時強積金香港指數基金 - A類,永明,股票基金 - 香港股票基金（追蹤指數）
永明彩虹強積金計劃,永明富時強積金香港指數基金 - B類,永明,股票基金 - 香港股票基金（追蹤指數）
永明彩虹強積金計劃,永明強積金65歲後基金,永明,混合資產基金 - 預設投資策略-65歲後基金
永明彩虹強積金計劃,永明強積金亞洲股票基金 - A類,永明,股票基金 - 亞洲股票基金
永明彩虹強積金計劃,永明強積金亞洲股票基金 - B類,永明,股票基金 - 亞洲股票基金
永明彩虹強積金計劃,永明強積金均衡基金 - A類,永明,混合資產基金 - 41% 至 60% 股票
永明彩虹強積金計劃,永明強積金均衡基金 - B類,永明,混合資產基金 - 41% 至 60% 股票
永明彩虹強積金計劃,永明強積金保守基金 - A類,永明,貨幣市場基金 — 強積金保守基金
永明彩虹強積金計劃,永明強積金保守基金 - B類,永明,貨幣市場基金 — 強積金保守基金
永明彩虹強積金計劃,永明強積金核心累積基金,永明,混合資產基金 - 預設投資策略-核心累積基金
永明彩虹強積金計劃,永明強積金歐洲股票基金,永明,股票基金 - 歐洲股票基金
永明彩虹強積金計劃,永明強積金環球債券基金 - A類,永明,債券基金 - 環球債券基金
永明彩虹強積金計劃,永明強積金環球債券基金 - B類,永明,債券基金 - 環球債券基金
永明彩虹強積金計劃,永明強積金環球低碳指數基金,永明,股票基金 - 環球股票基金
永明彩虹強積金計劃,永明強積金大中華股票基金 - A類,永明,股票基金 - 大中華股票基金
永明彩虹強積金計劃,永明強積金大中華股票基金 - B類,永明,股票基金 - 大中華股票基金
永明彩虹強積金計劃,永明強積金增長基金 - A類,永明,混合資產基金 - 61% 至 80% 股票
永明彩虹強積金計劃,永明強積金增長基金 - B類,永明,混合資產基金 - 61% 至 80% 股票
永明彩虹強積金計劃,永明強積金港元債券基金 - A類,永明,債券基金 - 港元債券基金
永明彩虹強積金計劃,永明強積金港元債券基金 - B類,永明,債券基金 - 港元債券基金
永明彩虹強積金計劃,永明強積金香港股票基金 - A類,永明,股票基金 - 香港股票基金
永明彩虹強積金計劃,永明強積金香港股票基金 - B類,永明,股票基金 - 香港股票基金
永明彩虹強積金計劃,永明強積金收益基金,永明,混合資產基金 - 未分類混合資產基金
永明彩虹強積金計劃,永明強積金行業股票基金 - A類,永明,股票基金 - 環球股票基金
永明彩虹強積金計劃,永明強積金行業股票基金 - B類,永明,股票基金 - 環球股票基金
永明彩虹強積金計劃,永明強積金人民幣及港元基金 - A類,永明,貨幣市場基金 — 不包括強積金保守基金
永明彩虹強積金計劃,永明強積金人民幣及港元基金 - B類,永明,貨幣市場基金 — 不包括強積金保守基金
永明彩虹強積金計劃,永明強積金平穩基金 - A類,永明,混合資產基金 - 21% 至 40% 股票
永明彩虹強積金計劃,永明強積金平穩基金 - B類,永明,混合資產基金 - 21% 至 40% 股票
永明彩虹強積金計劃,永明強積金美國及香港股票基金,永明,股票基金 - 未分類股票基金
永明彩虹強積金計劃,永明強積金美國股票基金,永明,股票基金 - 美國股票基金
